learning_time,attend_rate,test_score,label
4.608135406651579,0.5310448689370982,73.3956028180607,0
5.70762028715194,0.9330962318089396,95.635089552639,1
5.675410057906751,0.5851952667903816,75.30521632094143,1
6.42828644189545,0.5571281552818647,94.75194253247248,1
4.895371652862556,0.41034297132722936,69.82749602092593,0
4.752002865244113,0.3459597707155478,75.3210195906381,0
5.408355543667898,0.5333017813287186,77.98867543208291,0
5.059886170755033,0.434202234871856,80.20076807595031,0
5.027595859595009,0.6314472836396632,87.0088546759392,1
3.312236076208278,0.4728321271263359,67.97829674732708,0
3.974512252363043,0.2990964483895483,83.41548015672629,0
5.279843579805079,0.47605177800302595,75.65923914852084,0
3.516924606583194,0.7603042562672216,68.44338283646603,1
4.17805687174673,0.49757942245056214,90.81906799327444,0
3.5040869680505846,0.4983397165160704,76.29837003529269,0
6.225763931870919,0.3567369348471925,80.88397891624552,0
5.187496729536547,0.5319619461788422,82.19701693383892,0
5.281900329900352,0.6039324111139098,78.80003824286052,1
4.786037035554926,0.7229461686482309,89.46966682950428,1
5.8647517114943115,0.45794143588301156,79.79556493398282,0
4.471535682084012,0.805231402519002,67.15827848134779,1
5.192806948824905,0.43594728720485915,85.0935743249039,1
4.417198236875327,0.3077828304741515,79.11190372492509,0
5.119795271940204,0.4129116114072294,91.3444522979083,0
6.102626911871123,0.5502072641022571,68.30173288231651,0
6.49348444876824,0.7972337699921052,90.33962149620521,1
4.04297886820198,0.21201226759221323,77.81398392578926,1
4.473552790253402,0.5024828930466865,80.58930964274553,1
6.641789643872401,0.3371012736984121,92.37304402955931,0
5.173831986932985,0.4028572661631305,77.80429969559015,0
5.385737650536614,0.41048232732643575,83.4810982126637,1
5.329572038256433,0.25587771789172753,91.38667153428577,1
4.902452967337104,0.4575258052415155,73.88941108748291,0
7.307492279902351,0.6086431195039331,78.0881931823921,1
3.2925393395446765,0.38559468623247833,67.2683695455297,0
4.328003492364046,0.6781535174801192,67.35763975626881,1
5.6045890509354646,0.7411959660586686,71.10016731702282,1
5.008583852796875,0.4332041982181524,73.49760394324832,1
3.5438756745909172,0.3652939280625335,84.36845765511278,0
5.277484548739087,0.8169184891829596,91.94560094189247,1
5.937587426109675,0.7872216507350732,76.79252795215015,1
6.503396657630846,0.6916371071522573,73.51904166673981,1
6.528332063714274,0.36992266129286283,75.94487307492031,1
4.114512011965845,0.4370912996731182,77.4571284893891,0
3.8648534183737366,0.5945641226963716,73.9916705443525,0
4.708122378554378,0.21798336414374886,77.87169758608526,0
5.42992528004012,0.7486076064609616,79.78133325810214,1
5.318342596716318,0.7643433887070876,84.52378817864643,1
6.467339218685479,0.5954437253536322,100,1
4.658242544699456,0.623145974800232,86.6762242689599,0
4.559041620094741,0.3710678827100971,81.10120472658149,0
5.0080891354217005,0.09837527695179382,91.03742143333615,0
5.208867675448535,0.4994766958518946,85.15071140923482,1
4.334839503152943,0.6069229816206693,69.79358212638961,1
3.513550527819868,0.45978311933214666,75.03183539058817,0
4.298360800323911,0.5729930870143382,86.2288928198503,1
5.149770499736532,0.49781771232131794,90.59790560806783,1
5.4405696651833395,0.5245634174823052,84.12698622040499,0
5.858054993576512,0.3167403448026359,74.01701663864318,0
3.900540075334018,0.49803530742832963,75.30080249375672,1
5.110497735256104,0.7004619791904393,68.4798286307084,0
5.923708169230431,0.3424658248780772,86.57531660862469,0
5.250398966829938,0.31750819196104674,78.9485919348171,0
5.353563895924329,0.528777690917757,78.806656005698,0
4.839227074023419,0.28684040122604876,61.470108584975236,0
5.054115692431404,0.49876064611955967,71.43442065568529,0
4.974882077372431,0.32767992797479045,78.72179681877512,0
4.046195481188399,0.2448209852039863,77.92458789449691,0
5.734088873678405,0.47791617687514704,81.77529867051275,1
6.122109557886192,0.5651242067808797,79.5450951215774,1
5.008050849816231,0.5504310216908115,83.01043688314232,0
5.719543246910903,0.7171179659736991,70.81516818884624,1
5.24226811943692,0.33044463047851846,77.1484390471564,0
5.963873176459354,0.42014510577504244,82.06431933385758,1
4.192223914498354,0.2554785404655909,79.24687800366674,0
5.804109630236834,0.5901574370107429,75.76429079994779,0
5.648735946915249,0.5106071774206318,91.74358598405115,1
4.19460201024255,0.5874679235265977,72.55052676465638,0
5.492508421568643,0.46901083182197967,84.28458930329533,0
6.302761194095801,0.6440089080368706,95.75118185655585,1
4.566019408218884,0.548219076559966,75.01968941777267,0
4.81330838355445,0.1997465270641903,77.6589244807023,0
4.515070418467345,0.2596333179642423,90.47575941323018,0
5.001118770099273,0.2654628623391424,73.8144262067312,0
4.347099977918711,0.49539763810439236,84.4628410032709,0
5.175127054081441,0.37713794152878494,84.00801894584997,1
5.748348099562301,0.2972615386676732,83.99103631736577,0
5.505463989390336,0.7283233936407577,87.90481331037834,1
4.6760244934133866,0.663130829670952,82.06524731765147,0
4.8347990496546185,0.3727907794099184,74.02566816249043,0
4.192746706194276,0,81.92462684421544,0
3.7045050259003043,0.3629522387554008,68.10255358111263,0
6.091198987616044,0.23245210697110089,78.86794523467377,0
4.724861450142572,0.6168429827456926,71.23856480635145,1
5.319681029165712,0.5609162297214955,97.98407420674694,1
5.074840902237456,0.3277242799226516,76.0000368429006,0
4.200661957285811,0.5184326434018064,75.63419828933726,0
6.323926126705405,0.3202965088734922,71.52811883682426,1
4.578194253616958,0.4236040635966151,70.11686305260505,0
4.9172985960468845,0.3258957364173319,89.3171082834822,0
4.566432636457809,0.7141063406908356,76.80229119033098,1
6.791736239411316,0.5997941365957637,96.16141642286455,1
3.554465087252856,0.38414898436764916,73.897134112836,0
4.7373839039270145,0.716529057427889,76.94521211842587,1
5.36368923088536,0.7745203892859406,79.93792548777515,1
2.664780950811704,0.28258659117865587,78.29896947110988,0
6.176242833480696,0.6513371427619874,85.48735444789838,1
5.812401155413368,0.30033760695219075,80.5203360703725,1
4.2341417191730395,0.5820127075543728,84.66541596977943,1
6.253153378148748,0.4763507091950416,90.97069990777982,1
5.219212048807025,0.48268718753003403,98.67295578447005,1
5.537476991636795,0.17314909653331378,68.15268272203866,0
4.199014895897727,0.5066494431489649,78.03845247783536,0
5.131450544900342,0.6834629052103068,85.83176797014627,1
6.417260051166079,0.6771519360857603,85.62638650947439,1
4.965583083453085,0.5096241685078582,86.89269001983081,1
2.6524058862570716,0.46767249534461475,73.85866456217715,0
3.685638582861361,0.5673236459479218,86.68825049675449,0
7.307844501926015,0.5978359595003652,73.28617350713883,1
4.295483081651597,0.6071516843057687,78.03485791385839,1
4.950901939852177,0.6651748437795054,82.46964308561093,1
6.259662069109628,0.3462210811411315,82.50776924309869,1
3.750323862275546,0.20160958400134354,68.69184264727193,0
5.903164025707952,0.4583095429645389,80.47463517440175,1
2.912540727629049,0.5645484262196719,64.34094188923,0
5.717846653805026,0.48702157354829895,77.38934597501706,1
6.566882256706888,0.31980442177786783,84.71236404501005,1
6.251276075002604,0.6138408996354614,79.15268636698059,1
5.109235474526726,0.38576147783361975,79.6693565660479,1
6.782611181958592,0.6537162418141057,95.93846641882625,1
5.391503078709399,0.3631114977380965,77.33225650869187,0
3.951131417635156,0.6991712924165885,67.03512318305414,1
5.273816317281153,0.5551518310388684,80.31183694903311,0
5.117214060675719,0.6247506848896753,79.61130144831053,1
5.638716201410413,0.5757706155085264,70.57246625838833,1
5.671228734090778,0.7691266053351491,80.23531137627397,1
4.831842866329058,0.7815430283316084,79.91249205939593,1
5.396994284685516,0.6896597825853953,77.80586197578,1
7.1425578772093345,0.46876878067696043,67.9305933449821,1
4.721348098481744,0.4247153879205437,83.38311784841386,0
6.387517223489663,0.5310826585624635,80.52189756832215,0
5.331422280641308,0.6834336395119278,84.6454633302611,0
5.317241005926938,0.514795733280441,62.00423652689756,1
6.626847815040932,0.31749541768340267,91.65170354751969,1
4.5480099789274835,0.5335898751156863,91.62308058999973,1
5.841054253359087,0.45130122691356894,70.77173563504783,0
4.835132836642206,0.5934328188768041,77.55145635622685,0
4.783054398811025,0.3727230686599315,84.45750655168371,0
5.135731706447562,0.5477840586109738,77.48956503591046,1
3.392014237425941,0.3204516428070618,65.05836568458594,0
5.760052222507934,0.40389617157361046,75.26314338977838,1
6.032577427852103,0.5954702690145487,70.05100491822758,1
6.217768046753605,0.7271805397306771,85.47791665368706,1
5.122218822828399,0.6535471818057313,82.96545149355414,1
4.8141044206578405,0.5152903570981268,72.59931407783027,1
5.126339972843374,0.5005929800784662,87.32036327892632,1
4.284350513322457,0.5639763874469277,90.44056709880242,1
5.2653687803496645,0.39166910879233746,75.54853044598107,0
4.745059033695276,0.6113421831589095,83.97398514952597,1
3.928464130287895,0.7285943500915607,77.83043532589909,1
5.392045208561235,0.6209960897737192,64.42338862172588,0
4.146912227389508,0.44389356465532065,70.03829620102209,0
3.997552743108806,0.4621290784197482,98.21682292822364,1
6.454470955702697,0.5729648860527029,75.07327739159133,1
5.959659225134775,0.7293619014324433,68.23625608827656,1
5.355323842103608,0.7785837951938563,75.05810972017383,1
3.747863307399772,0.29734423002505544,65.29935711854148,0
